[[0, 8], [2, 4], [3, 5], [6, 7]]
[34, 16, 49, 43, 50, 18, 44, 53]
[34, 16, 49, 43, 50, 18, 44, 54]
[34, 16, 49, 43, 52, 18, 44, 51]
[34, 16, 49, 43, 18, 44, 51, 53]
[34, 16, 49, 43, 18, 44, 51, 54]
[34, 16, 49, 43, 52, 18, 44, 53]
[34, 16, 49, 43, 52, 18, 44, 54]
[34, 16, 49, 43, 18, 44, 53, 54]
[34, 16, 43, 50, 52, 18, 44, 51]
[34, 16, 43, 50, 18, 44, 51, 53]
[34, 16, 43, 50, 18, 44, 51, 54]
[34, 16, 43, 50, 52, 18, 44, 53]
[34, 16, 43, 50, 52, 18, 44, 54]
[34, 16, 43, 50, 18, 44, 53, 54]
[34, 16, 43, 52, 18, 44, 51, 53]
[34, 16, 43, 52, 18, 44, 51, 54]
[34, 16, 43, 18, 44, 51, 53, 54]
[34, 16, 43, 52, 18, 44, 53, 54]
[34, 16, 49, 43, 50, 52, 18, 51]
[34, 16, 49, 43, 50, 18, 51, 53]
[34, 16, 49, 43, 50, 18, 51, 54]
[34, 16, 49, 43, 50, 52, 18, 53]
[34, 16, 49, 43, 50, 52, 18, 54]
[34, 16, 49, 43, 50, 18, 53, 54]
[34, 16, 49, 43, 52, 18, 51, 53]
[34, 16, 49, 43, 52, 18, 51, 54]
[34, 16, 49, 43, 18, 51, 53, 54]
[34, 16, 49, 43, 52, 18, 53, 54]
[34, 16, 43, 50, 52, 18, 51, 53]
[34, 16, 43, 50, 52, 18, 51, 54]
[34, 16, 43, 50, 18, 51, 53, 54]
[34, 16, 43, 50, 52, 18, 53, 54]
[34, 16, 43, 52, 18, 51, 53, 54]
[34, 16, 49, 50, 52, 18, 44, 51]
[34, 16, 49, 50, 18, 44, 51, 53]
[34, 16, 49, 50, 18, 44, 51, 54]
[34, 16, 49, 50, 52, 18, 44, 53]
[34, 16, 49, 50, 52, 18, 44, 54]
[34, 16, 49, 50, 18, 44, 53, 54]
[34, 16, 49, 52, 18, 44, 51, 53]
[34, 16, 49, 52, 18, 44, 51, 54]
[34, 16, 49, 18, 44, 51, 53, 54]
[34, 16, 49, 52, 18, 44, 53, 54]
[34, 16, 50, 52, 18, 44, 51, 53]
[34, 16, 50, 52, 18, 44, 51, 54]
[34, 16, 50, 18, 44, 51, 53, 54]
[34, 16, 50, 52, 18, 44, 53, 54]
[34, 16, 52, 18, 44, 51, 53, 54]
[34, 16, 49, 50, 52, 18, 51, 53]
[34, 16, 49, 50, 52, 18, 51, 54]
[34, 16, 49, 50, 18, 51, 53, 54]
[34, 16, 49, 50, 52, 18, 53, 54]
[34, 16, 49, 52, 18, 51, 53, 54]
[34, 16, 50, 52, 18, 51, 53, 54]
[35, 40, 16, 37, 42, 38, 18, 39]
[35, 40, 16, 37, 38, 43, 18, 39]
[35, 40, 16, 37, 38, 18, 39, 44]
[35, 40, 16, 37, 49, 38, 18, 39]
[35, 40, 16, 37, 38, 50, 18, 39]
[35, 40, 16, 37, 38, 18, 39, 51]
[35, 40, 16, 37, 38, 52, 18, 39]
[35, 40, 16, 37, 38, 18, 39, 53]
[35, 40, 16, 37, 38, 18, 39, 54]
[35, 16, 37, 42, 38, 43, 18, 39]
[35, 16, 37, 42, 38, 18, 39, 44]
[35, 16, 37, 42, 49, 38, 18, 39]
[35, 16, 37, 42, 38, 50, 18, 39]
[35, 16, 37, 42, 38, 18, 39, 51]
[35, 16, 37, 42, 38, 52, 18, 39]
[35, 16, 37, 42, 38, 18, 39, 53]
[35, 16, 37, 42, 38, 18, 39, 54]
[35, 16, 37, 38, 43, 18, 39, 44]
[35, 16, 37, 49, 38, 43, 18, 39]
[35, 16, 37, 38, 43, 50, 18, 39]
[35, 16, 37, 38, 43, 18, 39, 51]
[35, 16, 37, 38, 43, 52, 18, 39]
[35, 16, 37, 38, 43, 18, 39, 53]
[35, 16, 37, 38, 43, 18, 39, 54]
[35, 16, 37, 49, 38, 18, 39, 44]
[35, 16, 37, 38, 50, 18, 39, 44]
[35, 16, 37, 38, 18, 39, 44, 51]
[35, 16, 37, 38, 52, 18, 39, 44]
[35, 16, 37, 38, 18, 39, 44, 53]
[35, 16, 37, 38, 18, 39, 44, 54]
[35, 16, 37, 49, 38, 50, 18, 39]
[35, 16, 37, 49, 38, 18, 39, 51]
[35, 16, 37, 49, 38, 52, 18, 39]
[35, 16, 37, 49, 38, 18, 39, 53]
[35, 16, 37, 49, 38, 18, 39, 54]
[35, 16, 37, 38, 50, 18, 39, 51]
[35, 16, 37, 38, 50, 52, 18, 39]
[35, 16, 37, 38, 50, 18, 39, 53]
[35, 16, 37, 38, 50, 18, 39, 54]
[35, 16, 37, 38, 52, 18, 39, 51]
[35, 16, 37, 38, 18, 39, 51, 53]
[35, 16, 37, 38, 18, 39, 51, 54]
[35, 16, 37, 38, 52, 18, 39, 53]
[35, 16, 37, 38, 52, 18, 39, 54]
[35, 16, 37, 38, 18, 39, 53, 54]
[35, 40, 16, 37, 42, 38, 43, 18]
[35, 40, 16, 37, 42, 38, 18, 44]
[35, 40, 16, 37, 42, 49, 38, 18]
[35, 40, 16, 37, 42, 38, 50, 18]
[35, 40, 16, 37, 42, 38, 18, 51]
[35, 40, 16, 37, 42, 38, 52, 18]
[35, 40, 16, 37, 42, 38, 18, 53]
[35, 40, 16, 37, 42, 38, 18, 54]
[35, 40, 16, 37, 38, 43, 18, 44]
[35, 40, 16, 37, 49, 38, 43, 18]
[35, 40, 16, 37, 38, 43, 50, 18]
[35, 40, 16, 37, 38, 43, 18, 51]
[35, 40, 16, 37, 38, 43, 52, 18]
[35, 40, 16, 37, 38, 43, 18, 53]
[35, 40, 16, 37, 38, 43, 18, 54]
[35, 40, 16, 37, 49, 38, 18, 44]
[35, 40, 16, 37, 38, 50, 18, 44]
[35, 40, 16, 37, 38, 18, 44, 51]
[35, 40, 16, 37, 38, 52, 18, 44]
[35, 40, 16, 37, 38, 18, 44, 53]
[35, 40, 16, 37, 38, 18, 44, 54]
[35, 40, 16, 37, 49, 38, 50, 18]
[35, 40, 16, 37, 49, 38, 18, 51]
[35, 40, 16, 37, 49, 38, 52, 18]
[35, 40, 16, 37, 49, 38, 18, 53]
[35, 40, 16, 37, 49, 38, 18, 54]
[35, 40, 16, 37, 38, 50, 18, 51]
[35, 40, 16, 37, 38, 50, 52, 18]
[35, 40, 16, 37, 38, 50, 18, 53]
[35, 40, 16, 37, 38, 50, 18, 54]
[35, 40, 16, 37, 38, 52, 18, 51]
[35, 40, 16, 37, 38, 18, 51, 53]
[35, 40, 16, 37, 38, 18, 51, 54]
[35, 40, 16, 37, 38, 52, 18, 53]
[35, 40, 16, 37, 38, 52, 18, 54]
[35, 40, 16, 37, 38, 18, 53, 54]
[35, 16, 37, 42, 38, 43, 18, 44]
[35, 16, 37, 42, 49, 38, 43, 18]
[35, 16, 37, 42, 38, 43, 50, 18]
[35, 16, 37, 42, 38, 43, 18, 51]
[35, 16, 37, 42, 38, 43, 52, 18]
[35, 16, 37, 42, 38, 43, 18, 53]
[35, 16, 37, 42, 38, 43, 18, 54]
[35, 16, 37, 42, 49, 38, 18, 44]
[35, 16, 37, 42, 38, 50, 18, 44]
[35, 16, 37, 42, 38, 18, 44, 51]
[35, 16, 37, 42, 38, 52, 18, 44]
[35, 16, 37, 42, 38, 18, 44, 53]
[35, 16, 37, 42, 38, 18, 44, 54]
[35, 16, 37, 42, 49, 38, 50, 18]
[35, 16, 37, 42, 49, 38, 18, 51]
[35, 16, 37, 42, 49, 38, 52, 18]
[35, 16, 37, 42, 49, 38, 18, 53]
[35, 16, 37, 42, 49, 38, 18, 54]
[35, 16, 37, 42, 38, 50, 18, 51]
[35, 16, 37, 42, 38, 50, 52, 18]
[35, 16, 37, 42, 38, 50, 18, 53]
[35, 16, 37, 42, 38, 50, 18, 54]
[35, 16, 37, 42, 38, 52, 18, 51]
[35, 16, 37, 42, 38, 18, 51, 53]
[35, 16, 37, 42, 38, 18, 51, 54]
[35, 16, 37, 42, 38, 52, 18, 53]
[35, 16, 37, 42, 38, 52, 18, 54]
[35, 16, 37, 42, 38, 18, 53, 54]
[35, 16, 37, 49, 38, 43, 18, 44]
[35, 16, 37, 38, 43, 50, 18, 44]
[35, 16, 37, 38, 43, 18, 44, 51]
[35, 16, 37, 38, 43, 52, 18, 44]
[35, 16, 37, 38, 43, 18, 44, 53]
[35, 16, 37, 38, 43, 18, 44, 54]
[35, 16, 37, 49, 38, 43, 50, 18]
[35, 16, 37, 49, 38, 43, 18, 51]
[35, 16, 37, 49, 38, 43, 52, 18]
[35, 16, 37, 49, 38, 43, 18, 53]
[35, 16, 37, 49, 38, 43, 18, 54]
[35, 16, 37, 38, 43, 50, 18, 51]
[35, 16, 37, 38, 43, 50, 52, 18]
[35, 16, 37, 38, 43, 50, 18, 53]
[35, 16, 37, 38, 43, 50, 18, 54]
[35, 16, 37, 38, 43, 52, 18, 51]
[35, 16, 37, 38, 43, 18, 51, 53]
[35, 16, 37, 38, 43, 18, 51, 54]
[35, 16, 37, 38, 43, 52, 18, 53]
[35, 16, 37, 38, 43, 52, 18, 54]
[35, 16, 37, 38, 43, 18, 53, 54]
[35, 16, 37, 49, 38, 50, 18, 44]
[35, 16, 37, 49, 38, 18, 44, 51]
[35, 16, 37, 49, 38, 52, 18, 44]
[35, 16, 37, 49, 38, 18, 44, 53]
[35, 16, 37, 49, 38, 18, 44, 54]
[35, 16, 37, 38, 50, 18, 44, 51]
[35, 16, 37, 38, 50, 52, 18, 44]
[35, 16, 37, 38, 50, 18, 44, 53]
[35, 16, 37, 38, 50, 18, 44, 54]
[35, 16, 37, 38, 52, 18, 44, 51]
[35, 16, 37, 38, 18, 44, 51, 53]
[35, 16, 37, 38, 18, 44, 51, 54]
[35, 16, 37, 38, 52, 18, 44, 53]
[35, 16, 37, 38, 52, 18, 44, 54]
[35, 16, 37, 38, 18, 44, 53, 54]
[35, 16, 37, 49, 38, 50, 18, 51]
[35, 16, 37, 49, 38, 50, 52, 18]
[35, 16, 37, 49, 38, 50, 18, 53]
[35, 16, 37, 49, 38, 50, 18, 54]
[35, 16, 37, 49, 38, 52, 18, 51]
[35, 16, 37, 49, 38, 18, 51, 53]
[35, 16, 37, 49, 38, 18, 51, 54]
[35, 16, 37, 49, 38, 52, 18, 53]
[35, 16, 37, 49, 38, 52, 18, 54]
[35, 16, 37, 49, 38, 18, 53, 54]
[35, 16, 37, 38, 50, 52, 18, 51]
[35, 16, 37, 38, 50, 18, 51, 53]
[35, 16, 37, 38, 50, 18, 51, 54]
[35, 16, 37, 38, 50, 52, 18, 53]
[35, 16, 37, 38, 50, 52, 18, 54]
[35, 16, 37, 38, 50, 18, 53, 54]
[35, 16, 37, 38, 52, 18, 51, 53]
[35, 16, 37, 38, 52, 18, 51, 54]
[35, 16, 37, 38, 18, 51, 53, 54]
[35, 16, 37, 38, 52, 18, 53, 54]
[35, 40, 16, 37, 42, 43, 18, 39]
[35, 40, 16, 37, 42, 18, 39, 44]
[35, 40, 16, 37, 42, 49, 18, 39]
[35, 40, 16, 37, 42, 50, 18, 39]
[35, 40, 16, 37, 42, 18, 39, 51]
[35, 40, 16, 37, 42, 52, 18, 39]
[35, 40, 16, 37, 42, 18, 39, 53]
[35, 40, 16, 37, 42, 18, 39, 54]
[35, 40, 16, 37, 43, 18, 39, 44]
[35, 40, 16, 37, 49, 43, 18, 39]
[35, 40, 16, 37, 43, 50, 18, 39]
[35, 40, 16, 37, 43, 18, 39, 51]
[35, 40, 16, 37, 43, 52, 18, 39]
[35, 40, 16, 37, 43, 18, 39, 53]
[35, 40, 16, 37, 43, 18, 39, 54]
[35, 40, 16, 37, 49, 18, 39, 44]
[35, 40, 16, 37, 50, 18, 39, 44]
[35, 40, 16, 37, 18, 39, 44, 51]
[35, 40, 16, 37, 52, 18, 39, 44]
[35, 40, 16, 37, 18, 39, 44, 53]
[35, 40, 16, 37, 18, 39, 44, 54]
[35, 40, 16, 37, 49, 50, 18, 39]
[35, 40, 16, 37, 49, 18, 39, 51]
[35, 40, 16, 37, 49, 52, 18, 39]
[35, 40, 16, 37, 49, 18, 39, 53]
[35, 40, 16, 37, 49, 18, 39, 54]
[35, 40, 16, 37, 50, 18, 39, 51]
[35, 40, 16, 37, 50, 52, 18, 39]
[35, 40, 16, 37, 50, 18, 39, 53]
[35, 40, 16, 37, 50, 18, 39, 54]
[35, 40, 16, 37, 52, 18, 39, 51]
[35, 40, 16, 37, 18, 39, 51, 53]
[35, 40, 16, 37, 18, 39, 51, 54]
[35, 40, 16, 37, 52, 18, 39, 53]
[35, 40, 16, 37, 52, 18, 39, 54]
[35, 40, 16, 37, 18, 39, 53, 54]
[35, 16, 37, 42, 43, 18, 39, 44]
[35, 16, 37, 42, 49, 43, 18, 39]
[35, 16, 37, 42, 43, 50, 18, 39]
[35, 16, 37, 42, 43, 18, 39, 51]
[35, 16, 37, 42, 43, 52, 18, 39]
[35, 16, 37, 42, 43, 18, 39, 53]
[35, 16, 37, 42, 43, 18, 39, 54]
[35, 16, 37, 42, 49, 18, 39, 44]
[35, 16, 37, 42, 50, 18, 39, 44]
[35, 16, 37, 42, 18, 39, 44, 51]
[35, 16, 37, 42, 52, 18, 39, 44]
[35, 16, 37, 42, 18, 39, 44, 53]
[35, 16, 37, 42, 18, 39, 44, 54]
[35, 16, 37, 42, 49, 50, 18, 39]
[35, 16, 37, 42, 49, 18, 39, 51]
[35, 16, 37, 42, 49, 52, 18, 39]
[35, 16, 37, 42, 49, 18, 39, 53]
[35, 16, 37, 42, 49, 18, 39, 54]
[35, 16, 37, 42, 50, 18, 39, 51]
[35, 16, 37, 42, 50, 52, 18, 39]
[35, 16, 37, 42, 50, 18, 39, 53]
[35, 16, 37, 42, 50, 18, 39, 54]
[35, 16, 37, 42, 52, 18, 39, 51]
[35, 16, 37, 42, 18, 39, 51, 53]
[35, 16, 37, 42, 18, 39, 51, 54]
[35, 16, 37, 42, 52, 18, 39, 53]
[35, 16, 37, 42, 52, 18, 39, 54]
[35, 16, 37, 42, 18, 39, 53, 54]
[35, 16, 37, 49, 43, 18, 39, 44]
[35, 16, 37, 43, 50, 18, 39, 44]
[35, 16, 37, 43, 18, 39, 44, 51]
[35, 16, 37, 43, 52, 18, 39, 44]
[35, 16, 37, 43, 18, 39, 44, 53]
[35, 16, 37, 43, 18, 39, 44, 54]
[35, 16, 37, 49, 43, 50, 18, 39]
[35, 16, 37, 49, 43, 18, 39, 51]
[35, 16, 37, 49, 43, 52, 18, 39]
[35, 16, 37, 49, 43, 18, 39, 53]
[35, 16, 37, 49, 43, 18, 39, 54]
[35, 16, 37, 43, 50, 18, 39, 51]
[35, 16, 37, 43, 50, 52, 18, 39]
[35, 16, 37, 43, 50, 18, 39, 53]
[35, 16, 37, 43, 50, 18, 39, 54]
[35, 16, 37, 43, 52, 18, 39, 51]
[35, 16, 37, 43, 18, 39, 51, 53]
[35, 16, 37, 43, 18, 39, 51, 54]
[35, 16, 37, 43, 52, 18, 39, 53]
[35, 16, 37, 43, 52, 18, 39, 54]
[35, 16, 37, 43, 18, 39, 53, 54]
[35, 16, 37, 49, 50, 18, 39, 44]
[35, 16, 37, 49, 18, 39, 44, 51]
[35, 16, 37, 49, 52, 18, 39, 44]
[35, 16, 37, 49, 18, 39, 44, 53]
[35, 16, 37, 49, 18, 39, 44, 54]
[35, 16, 37, 50, 18, 39, 44, 51]
[35, 16, 37, 50, 52, 18, 39, 44]
[35, 16, 37, 50, 18, 39, 44, 53]
[35, 16, 37, 50, 18, 39, 44, 54]
[35, 16, 37, 52, 18, 39, 44, 51]
[35, 16, 37, 18, 39, 44, 51, 53]
[35, 16, 37, 18, 39, 44, 51, 54]
[35, 16, 37, 52, 18, 39, 44, 53]
[35, 16, 37, 52, 18, 39, 44, 54]
[35, 16, 37, 18, 39, 44, 53, 54]
[35, 16, 37, 49, 50, 18, 39, 51]
[35, 16, 37, 49, 50, 52, 18, 39]
[35, 16, 37, 49, 50, 18, 39, 53]
[35, 16, 37, 49, 50, 18, 39, 54]
[35, 16, 37, 49, 52, 18, 39, 51]
[35, 16, 37, 49, 18, 39, 51, 53]
[35, 16, 37, 49, 18, 39, 51, 54]
[35, 16, 37, 49, 52, 18, 39, 53]
[35, 16, 37, 49, 52, 18, 39, 54]
[35, 16, 37, 49, 18, 39, 53, 54]
[35, 16, 37, 50, 52, 18, 39, 51]
[35, 16, 37, 50, 18, 39, 51, 53]
[35, 16, 37, 50, 18, 39, 51, 54]
[35, 16, 37, 50, 52, 18, 39, 53]
[35, 16, 37, 50, 52, 18, 39, 54]
[35, 16, 37, 50, 18, 39, 53, 54]
[35, 16, 37, 52, 18, 39, 51, 53]
[35, 16, 37, 52, 18, 39, 51, 54]
[35, 16, 37, 18, 39, 51, 53, 54]
[35, 16, 37, 52, 18, 39, 53, 54]
[35, 40, 16, 37, 42, 43, 18, 44]
[35, 40, 16, 37, 42, 49, 43, 18]
[35, 40, 16, 37, 42, 43, 50, 18]
[35, 40, 16, 37, 42, 43, 18, 51]
[35, 40, 16, 37, 42, 43, 52, 18]
[35, 40, 16, 37, 42, 43, 18, 53]
[35, 40, 16, 37, 42, 43, 18, 54]
[35, 40, 16, 37, 42, 49, 18, 44]
[35, 40, 16, 37, 42, 50, 18, 44]
[35, 40, 16, 37, 42, 18, 44, 51]
[35, 40, 16, 37, 42, 52, 18, 44]
[35, 40, 16, 37, 42, 18, 44, 53]
[35, 40, 16, 37, 42, 18, 44, 54]
[35, 40, 16, 37, 42, 49, 50, 18]
[35, 40, 16, 37, 42, 49, 18, 51]
[35, 40, 16, 37, 42, 49, 52, 18]
[35, 40, 16, 37, 42, 49, 18, 53]
[35, 40, 16, 37, 42, 49, 18, 54]
[35, 40, 16, 37, 42, 50, 18, 51]
[35, 40, 16, 37, 42, 50, 52, 18]
[35, 40, 16, 37, 42, 50, 18, 53]
[35, 40, 16, 37, 42, 50, 18, 54]
[35, 40, 16, 37, 42, 52, 18, 51]
[35, 40, 16, 37, 42, 18, 51, 53]
[35, 40, 16, 37, 42, 18, 51, 54]
[35, 40, 16, 37, 42, 52, 18, 53]
[35, 40, 16, 37, 42, 52, 18, 54]
[35, 40, 16, 37, 42, 18, 53, 54]
[35, 40, 16, 37, 49, 43, 18, 44]
[35, 40, 16, 37, 43, 50, 18, 44]
[35, 40, 16, 37, 43, 18, 44, 51]
[35, 40, 16, 37, 43, 52, 18, 44]
[35, 40, 16, 37, 43, 18, 44, 53]
[35, 40, 16, 37, 43, 18, 44, 54]
[35, 40, 16, 37, 49, 43, 50, 18]
[35, 40, 16, 37, 49, 43, 18, 51]
[35, 40, 16, 37, 49, 43, 52, 18]
[35, 40, 16, 37, 49, 43, 18, 53]
[35, 40, 16, 37, 49, 43, 18, 54]
[35, 40, 16, 37, 43, 50, 18, 51]
[35, 40, 16, 37, 43, 50, 52, 18]
[35, 40, 16, 37, 43, 50, 18, 53]
[35, 40, 16, 37, 43, 50, 18, 54]
[35, 40, 16, 37, 43, 52, 18, 51]
[35, 40, 16, 37, 43, 18, 51, 53]
[35, 40, 16, 37, 43, 18, 51, 54]
[35, 40, 16, 37, 43, 52, 18, 53]
[35, 40, 16, 37, 43, 52, 18, 54]
[35, 40, 16, 37, 43, 18, 53, 54]
[35, 40, 16, 37, 49, 50, 18, 44]
[35, 40, 16, 37, 49, 18, 44, 51]
[35, 40, 16, 37, 49, 52, 18, 44]
[35, 40, 16, 37, 49, 18, 44, 53]
[35, 40, 16, 37, 49, 18, 44, 54]
[35, 40, 16, 37, 50, 18, 44, 51]
[35, 40, 16, 37, 50, 52, 18, 44]
[35, 40, 16, 37, 50, 18, 44, 53]
[35, 40, 16, 37, 50, 18, 44, 54]
[35, 40, 16, 37, 52, 18, 44, 51]
[35, 40, 16, 37, 18, 44, 51, 53]
[35, 40, 16, 37, 18, 44, 51, 54]
[35, 40, 16, 37, 52, 18, 44, 53]
[35, 40, 16, 37, 52, 18, 44, 54]
[35, 40, 16, 37, 18, 44, 53, 54]
[35, 40, 16, 37, 49, 50, 18, 51]
[35, 40, 16, 37, 49, 50, 52, 18]
[35, 40, 16, 37, 49, 50, 18, 53]
[35, 40, 16, 37, 49, 50, 18, 54]
[35, 40, 16, 37, 49, 52, 18, 51]
[35, 40, 16, 37, 49, 18, 51, 53]
[35, 40, 16, 37, 49, 18, 51, 54]
[35, 40, 16, 37, 49, 52, 18, 53]
[35, 40, 16, 37, 49, 52, 18, 54]
[35, 40, 16, 37, 49, 18, 53, 54]
[35, 40, 16, 37, 50, 52, 18, 51]
[35, 40, 16, 37, 50, 18, 51, 53]
[35, 40, 16, 37, 50, 18, 51, 54]
[35, 40, 16, 37, 50, 52, 18, 53]
[35, 40, 16, 37, 50, 52, 18, 54]
[35, 40, 16, 37, 50, 18, 53, 54]
[35, 40, 16, 37, 52, 18, 51, 53]
[35, 40, 16, 37, 52, 18, 51, 54]
[35, 40, 16, 37, 18, 51, 53, 54]
[35, 40, 16, 37, 52, 18, 53, 54]
[35, 16, 37, 42, 49, 43, 18, 44]
[35, 16, 37, 42, 43, 50, 18, 44]
[35, 16, 37, 42, 43, 18, 44, 51]
[35, 16, 37, 42, 43, 52, 18, 44]
[35, 16, 37, 42, 43, 18, 44, 53]
[35, 16, 37, 42, 43, 18, 44, 54]
[35, 16, 37, 42, 49, 43, 50, 18]
[35, 16, 37, 42, 49, 43, 18, 51]
[35, 16, 37, 42, 49, 43, 52, 18]
[35, 16, 37, 42, 49, 43, 18, 53]
[35, 16, 37, 42, 49, 43, 18, 54]
[35, 16, 37, 42, 43, 50, 18, 51]
[35, 16, 37, 42, 43, 50, 52, 18]
[35, 16, 37, 42, 43, 50, 18, 53]
[35, 16, 37, 42, 43, 50, 18, 54]
[35, 16, 37, 42, 43, 52, 18, 51]
[35, 16, 37, 42, 43, 18, 51, 53]
[35, 16, 37, 42, 43, 18, 51, 54]
[35, 16, 37, 42, 43, 52, 18, 53]
[35, 16, 37, 42, 43, 52, 18, 54]
[35, 16, 37, 42, 43, 18, 53, 54]
[35, 16, 37, 42, 49, 50, 18, 44]
[35, 16, 37, 42, 49, 18, 44, 51]
[35, 16, 37, 42, 49, 52, 18, 44]
[35, 16, 37, 42, 49, 18, 44, 53]
[35, 16, 37, 42, 49, 18, 44, 54]
[35, 16, 37, 42, 50, 18, 44, 51]
[35, 16, 37, 42, 50, 52, 18, 44]
[35, 16, 37, 42, 50, 18, 44, 53]
[35, 16, 37, 42, 50, 18, 44, 54]
[35, 16, 37, 42, 52, 18, 44, 51]
[35, 16, 37, 42, 18, 44, 51, 53]
[35, 16, 37, 42, 18, 44, 51, 54]
[35, 16, 37, 42, 52, 18, 44, 53]
[35, 16, 37, 42, 52, 18, 44, 54]
[35, 16, 37, 42, 18, 44, 53, 54]
[35, 16, 37, 42, 49, 50, 18, 51]
[35, 16, 37, 42, 49, 50, 52, 18]
[35, 16, 37, 42, 49, 50, 18, 53]
[35, 16, 37, 42, 49, 50, 18, 54]
[35, 16, 37, 42, 49, 52, 18, 51]
[35, 16, 37, 42, 49, 18, 51, 53]
[35, 16, 37, 42, 49, 18, 51, 54]
[35, 16, 37, 42, 49, 52, 18, 53]
[35, 16, 37, 42, 49, 52, 18, 54]
[35, 16, 37, 42, 49, 18, 53, 54]
[35, 16, 37, 42, 50, 52, 18, 51]
[35, 16, 37, 42, 50, 18, 51, 53]
[35, 16, 37, 42, 50, 18, 51, 54]
[35, 16, 37, 42, 50, 52, 18, 53]
[35, 16, 37, 42, 50, 52, 18, 54]
[35, 16, 37, 42, 50, 18, 53, 54]
[35, 16, 37, 42, 52, 18, 51, 53]
[35, 16, 37, 42, 52, 18, 51, 54]
[35, 16, 37, 42, 18, 51, 53, 54]
[35, 16, 37, 42, 52, 18, 53, 54]
[35, 16, 37, 49, 43, 50, 18, 44]
[35, 16, 37, 49, 43, 18, 44, 51]
[35, 16, 37, 49, 43, 52, 18, 44]
[35, 16, 37, 49, 43, 18, 44, 53]
[35, 16, 37, 49, 43, 18, 44, 54]
[35, 16, 37, 43, 50, 18, 44, 51]
[35, 16, 37, 43, 50, 52, 18, 44]
[35, 16, 37, 43, 50, 18, 44, 53]
[35, 16, 37, 43, 50, 18, 44, 54]
[35, 16, 37, 43, 52, 18, 44, 51]
[35, 16, 37, 43, 18, 44, 51, 53]
[35, 16, 37, 43, 18, 44, 51, 54]
[35, 16, 37, 43, 52, 18, 44, 53]
[35, 16, 37, 43, 52, 18, 44, 54]
[35, 16, 37, 43, 18, 44, 53, 54]
[35, 16, 37, 49, 43, 50, 18, 51]
[35, 16, 37, 49, 43, 50, 52, 18]
[35, 16, 37, 49, 43, 50, 18, 53]
[35, 16, 37, 49, 43, 50, 18, 54]
[35, 16, 37, 49, 43, 52, 18, 51]
[35, 16, 37, 49, 43, 18, 51, 53]
[35, 16, 37, 49, 43, 18, 51, 54]
[35, 16, 37, 49, 43, 52, 18, 53]
[35, 16, 37, 49, 43, 52, 18, 54]
[35, 16, 37, 49, 43, 18, 53, 54]
[35, 16, 37, 43, 50, 52, 18, 51]
[35, 16, 37, 43, 50, 18, 51, 53]
[35, 16, 37, 43, 50, 18, 51, 54]
[35, 16, 37, 43, 50, 52, 18, 53]
[35, 16, 37, 43, 50, 52, 18, 54]
[35, 16, 37, 43, 50, 18, 53, 54]
[35, 16, 37, 43, 52, 18, 51, 53]
[35, 16, 37, 43, 52, 18, 51, 54]
[35, 16, 37, 43, 18, 51, 53, 54]
[35, 16, 37, 43, 52, 18, 53, 54]
[35, 16, 37, 49, 50, 18, 44, 51]
[35, 16, 37, 49, 50, 52, 18, 44]
[35, 16, 37, 49, 50, 18, 44, 53]
[35, 16, 37, 49, 50, 18, 44, 54]
[35, 16, 37, 49, 52, 18, 44, 51]
[35, 16, 37, 49, 18, 44, 51, 53]
[35, 16, 37, 49, 18, 44, 51, 54]
[35, 16, 37, 49, 52, 18, 44, 53]
[35, 16, 37, 49, 52, 18, 44, 54]
[35, 16, 37, 49, 18, 44, 53, 54]
[35, 16, 37, 50, 52, 18, 44, 51]
[35, 16, 37, 50, 18, 44, 51, 53]
[35, 16, 37, 50, 18, 44, 51, 54]
[35, 16, 37, 50, 52, 18, 44, 53]
[35, 16, 37, 50, 52, 18, 44, 54]
[35, 16, 37, 50, 18, 44, 53, 54]
[35, 16, 37, 52, 18, 44, 51, 53]
[35, 16, 37, 52, 18, 44, 51, 54]
[35, 16, 37, 18, 44, 51, 53, 54]
[35, 16, 37, 52, 18, 44, 53, 54]
[35, 16, 37, 49, 50, 52, 18, 51]
[35, 16, 37, 49, 50, 18, 51, 53]
[35, 16, 37, 49, 50, 18, 51, 54]
[35, 16, 37, 49, 50, 52, 18, 53]
[35, 16, 37, 49, 50, 52, 18, 54]
[35, 16, 37, 49, 50, 18, 53, 54]
[35, 16, 37, 49, 52, 18, 51, 53]
[35, 16, 37, 49, 52, 18, 51, 54]
[35, 16, 37, 49, 18, 51, 53, 54]
[35, 16, 37, 49, 52, 18, 53, 54]
[35, 16, 37, 50, 52, 18, 51, 53]
[35, 16, 37, 50, 52, 18, 51, 54]
[35, 16, 37, 50, 18, 51, 53, 54]
[35, 16, 37, 50, 52, 18, 53, 54]
[35, 16, 37, 52, 18, 51, 53, 54]
[35, 40, 16, 42, 38, 43, 18, 39]
[35, 40, 16, 42, 38, 18, 39, 44]
[35, 40, 16, 42, 49, 38, 18, 39]
[35, 40, 16, 42, 38, 50, 18, 39]
[35, 40, 16, 42, 38, 18, 39, 51]
[35, 40, 16, 42, 38, 52, 18, 39]
[35, 40, 16, 42, 38, 18, 39, 53]
[35, 40, 16, 42, 38, 18, 39, 54]
[35, 40, 16, 38, 43, 18, 39, 44]
